transcript_id	gene_id
ENST00000429300	ENSG00000100033
ENST00000482858	ENSG00000100033
ENST00000334029	ENSG00000100033
ENST00000609229	ENSG00000100033
ENST00000446371	ENSG00000100033
ENST00000438924	ENSG00000100033
ENST00000399694	ENSG00000100033
ENST00000450579	ENSG00000100033
ENST00000457083	ENSG00000100033
ENST00000496625	ENSG00000100033
ENST00000697771	ENSG00000286025
ENST00000652053	ENSG00000286025
ENST00000537045	ENSG00000070413
ENST00000389262	ENSG00000070413
ENST00000263196	ENSG00000070413
ENST00000467659	ENSG00000070413
ENST00000608548	ENSG00000070413
ENST00000473832	ENSG00000070413
ENST00000252137	ENSG00000100056
ENST00000434568	ENSG00000100056
ENST00000472073	ENSG00000100056
ENST00000469466	ENSG00000100056
ENST00000399635	ENSG00000206203
ENST00000086933	ENSG00000063515
ENST00000215882	ENSG00000100075
ENST00000451283	ENSG00000100075
ENST00000470922	ENSG00000100075
ENST00000461267	ENSG00000100075
ENST00000468824	ENSG00000100075
ENST00000621271	ENSG00000070371
ENST00000427926	ENSG00000070371
ENST00000412649	ENSG00000070371
ENST00000622493	ENSG00000070371
ENST00000617926	ENSG00000070371
ENST00000615606	ENSG00000070371
ENST00000617103	ENSG00000070371
ENST00000538828	ENSG00000070371
ENST00000611723	ENSG00000070371
ENST00000458188	ENSG00000070371
ENST00000540896	ENSG00000070371
ENST00000449918	ENSG00000070371
ENST00000340170	ENSG00000100084
ENST00000263208	ENSG00000100084
ENST00000464189	ENSG00000100084
ENST00000452818	ENSG00000100084
ENST00000509549	ENSG00000242259
ENST00000399568	ENSG00000242259
ENST00000399562	ENSG00000242259
ENST00000333130	ENSG00000185608
ENST00000443660	ENSG00000185608
ENST00000471259	ENSG00000185608
ENST00000263202	ENSG00000070010
ENST00000399523	ENSG00000070010
ENST00000459854	ENSG00000070010
ENST00000466373	ENSG00000070010
ENST00000447868	ENSG00000070010
ENST00000421968	ENSG00000070010
ENST00000484101	ENSG00000070010
ENST00000489406	ENSG00000070010
ENST00000494054	ENSG00000070010
ENST00000474226	ENSG00000070010
ENST00000407835	ENSG00000093009
ENST00000455750	ENSG00000093009
ENST00000491520	ENSG00000093009
ENST00000437685	ENSG00000093009
ENST00000483431	ENSG00000093009
ENST00000438587	ENSG00000093009
ENST00000672837	ENSG00000093009
ENST00000263201	ENSG00000093009
ENST00000404724	ENSG00000093009
ENST00000487669	ENSG00000093009
ENST00000428937	ENSG00000093009
ENST00000471470	ENSG00000093009
ENST00000671972	ENSG00000093009
ENST00000493724	ENSG00000093009
ENST00000406028	ENSG00000184113
ENST00000618236	ENSG00000184113
ENST00000403084	ENSG00000184113
ENST00000413119	ENSG00000184113
ENST00000455784	ENSG00000184702
ENST00000406395	ENSG00000184702
ENST00000406172	ENSG00000184702
ENST00000412544	ENSG00000184702
ENST00000431124	ENSG00000184702
ENST00000490204	ENSG00000184702
ENST00000383045	ENSG00000184702
ENST00000438754	ENSG00000184702
ENST00000395109	ENSG00000184702
ENST00000477238	ENSG00000184702
ENST00000413258	ENSG00000184702
ENST00000480423	ENSG00000184702
ENST00000470814	ENSG00000184702
ENST00000455843	ENSG00000284874
ENST00000431044	ENSG00000284874
ENST00000366425	ENSG00000203618
ENST00000332710	ENSG00000184058
ENST00000329705	ENSG00000184058
ENST00000359500	ENSG00000184058
ENST00000680333	ENSG00000184058
ENST00000700274	ENSG00000184058
ENST00000649276	ENSG00000184058
ENST00000475303	ENSG00000184058
ENST00000484336	ENSG00000184058
ENST00000329517	ENSG00000185838
ENST00000403325	ENSG00000185838
ENST00000405009	ENSG00000185838
ENST00000460402	ENSG00000185838
ENST00000481086	ENSG00000185838
ENST00000453108	ENSG00000185838
ENST00000407472	ENSG00000215012
ENST00000484072	ENSG00000215012
ENST00000328554	ENSG00000215012
ENST00000405640	ENSG00000215012
ENST00000416337	ENSG00000215012
ENST00000400518	ENSG00000184470
ENST00000494454	ENSG00000184470
ENST00000542719	ENSG00000184470
ENST00000474308	ENSG00000184470
ENST00000462330	ENSG00000184470
ENST00000487165	ENSG00000184470
ENST00000634537	ENSG00000184470
ENST00000400519	ENSG00000184470
ENST00000400521	ENSG00000184470
ENST00000400525	ENSG00000184470
ENST00000495655	ENSG00000184470
ENST00000485358	ENSG00000184470
ENST00000462843	ENSG00000184470
ENST00000634471	ENSG00000184470
ENST00000635155	ENSG00000184470
ENST00000491939	ENSG00000184470
ENST00000334363	ENSG00000184470
ENST00000475995	ENSG00000184470
ENST00000484672	ENSG00000184470
ENST00000471835	ENSG00000184470
ENST00000496729	ENSG00000184470
ENST00000676678	ENSG00000093010
ENST00000403184	ENSG00000093010
ENST00000361682	ENSG00000093010
ENST00000403710	ENSG00000093010
ENST00000407537	ENSG00000093010
ENST00000467943	ENSG00000093010
ENST00000678868	ENSG00000093010
ENST00000678769	ENSG00000093010
ENST00000428707	ENSG00000093010
ENST00000412786	ENSG00000093010
ENST00000207636	ENSG00000093010
ENST00000406520	ENSG00000093010
ENST00000678255	ENSG00000093010
ENST00000449653	ENSG00000093010
ENST00000677397	ENSG00000093010
ENST00000678240	ENSG00000093010
ENST00000677675	ENSG00000093010
ENST00000493893	ENSG00000093010
ENST00000678945	ENSG00000093010
ENST00000677564	ENSG00000093010
ENST00000677470	ENSG00000093010
ENST00000263207	ENSG00000099889
ENST00000495096	ENSG00000099889
ENST00000401994	ENSG00000099889
ENST00000406522	ENSG00000099889
ENST00000406259	ENSG00000099889
ENST00000480792	ENSG00000099889
ENST00000473551	ENSG00000099889
ENST00000487793	ENSG00000099889
ENST00000492625	ENSG00000099889
ENST00000462319	ENSG00000099889
ENST00000467828	ENSG00000099889
ENST00000471707	ENSG00000183597
ENST00000401886	ENSG00000183597
ENST00000475446	ENSG00000183597
ENST00000432198	ENSG00000183597
ENST00000411907	ENSG00000183597
ENST00000420290	ENSG00000183597
ENST00000432883	ENSG00000183597
ENST00000434570	ENSG00000183597
ENST00000447208	ENSG00000183597
ENST00000456048	ENSG00000183597
ENST00000398042	ENSG00000183597
ENST00000399807	ENSG00000183597
ENST00000450664	ENSG00000183597
ENST00000450019	ENSG00000183597
ENST00000327374	ENSG00000183597
ENST00000479679	ENSG00000183597
ENST00000430807	ENSG00000183597
ENST00000401833	ENSG00000183597
ENST00000434168	ENSG00000183597
ENST00000462579	ENSG00000183597
ENST00000444651	ENSG00000183597
ENST00000484373	ENSG00000183597
ENST00000485715	ENSG00000183597
ENST00000490583	ENSG00000183597
ENST00000490121	ENSG00000183597
ENST00000476940	ENSG00000183597
ENST00000704820	ENSG00000128191
ENST00000351989	ENSG00000128191
ENST00000704821	ENSG00000128191
ENST00000407755	ENSG00000128191
ENST00000457069	ENSG00000128191
ENST00000495826	ENSG00000128191
ENST00000498171	ENSG00000128191
ENST00000491892	ENSG00000128191
ENST00000495351	ENSG00000128191
ENST00000485802	ENSG00000128191
ENST00000475941	ENSG00000128191
ENST00000252136	ENSG00000099899
ENST00000403707	ENSG00000099899
ENST00000464535	ENSG00000099899
ENST00000480339	ENSG00000099899
ENST00000444845	ENSG00000099899
ENST00000404751	ENSG00000099899
ENST00000487668	ENSG00000099899
ENST00000439169	ENSG00000099899
ENST00000487378	ENSG00000099899
ENST00000444256	ENSG00000099899
ENST00000494820	ENSG00000099899
ENST00000492988	ENSG00000099899
ENST00000488335	ENSG00000099899
ENST00000463710	ENSG00000099899
ENST00000459644	ENSG00000099899
ENST00000480460	ENSG00000099899
ENST00000494641	ENSG00000099899
ENST00000445045	ENSG00000099899
ENST00000435265	ENSG00000099901
ENST00000430524	ENSG00000099901
ENST00000402752	ENSG00000099901
ENST00000331821	ENSG00000099901
ENST00000488484	ENSG00000099901
ENST00000448394	ENSG00000099901
ENST00000411892	ENSG00000099901
ENST00000467920	ENSG00000099901
ENST00000416427	ENSG00000099901
ENST00000421656	ENSG00000099901
ENST00000423859	ENSG00000099901
ENST00000418705	ENSG00000099901
ENST00000486575	ENSG00000099901
ENST00000436518	ENSG00000099904
ENST00000334554	ENSG00000099904
ENST00000320602	ENSG00000099904
ENST00000405930	ENSG00000099904
ENST00000468112	ENSG00000099904
ENST00000469212	ENSG00000099904
ENST00000472497	ENSG00000099904
ENST00000439765	ENSG00000234409
ENST00000444532	ENSG00000234409
ENST00000416372	ENSG00000040608
ENST00000043402	ENSG00000040608
ENST00000425986	ENSG00000040608
ENST00000469601	ENSG00000040608
ENST00000474642	ENSG00000040608
ENST00000463936	ENSG00000040608
ENST00000248879	ENSG00000128185
ENST00000405465	ENSG00000128185
ENST00000443409	ENSG00000128185
ENST00000611540	ENSG00000185252
ENST00000403682	ENSG00000185252
ENST00000400451	ENSG00000185252
ENST00000357502	ENSG00000185252
ENST00000493734	ENSG00000185252
ENST00000420626	ENSG00000185252
ENST00000437275	ENSG00000185252
ENST00000405993	ENSG00000185252
ENST00000476678	ENSG00000185252
ENST00000622235	ENSG00000244486
ENST00000623402	ENSG00000244486
ENST00000494535	ENSG00000244486
ENST00000429594	ENSG00000277971
ENST00000328879	ENSG00000099910
ENST00000487090	ENSG00000099910
ENST00000479601	ENSG00000099910
ENST00000451553	ENSG00000099910
ENST00000444967	ENSG00000099910
ENST00000458248	ENSG00000099910
ENST00000443285	ENSG00000099910
ENST00000494929	ENSG00000099910
ENST00000431430	ENSG00000099910
ENST00000470335	ENSG00000099910
ENST00000490556	ENSG00000099910
ENST00000423364	ENSG00000099910
ENST00000445987	ENSG00000099917
ENST00000444094	ENSG00000099917
ENST00000486656	ENSG00000099917
ENST00000414658	ENSG00000099917
ENST00000433831	ENSG00000099917
ENST00000432052	ENSG00000099917
ENST00000292733	ENSG00000099917
ENST00000263205	ENSG00000099917
ENST00000477824	ENSG00000099917
ENST00000406969	ENSG00000099917
ENST00000382974	ENSG00000099917
ENST00000441501	ENSG00000099917
ENST00000438962	ENSG00000099917
ENST00000445189	ENSG00000099917
ENST00000451058	ENSG00000099917
ENST00000473028	ENSG00000099917
ENST00000457322	ENSG00000099917
ENST00000428629	ENSG00000099917
ENST00000424287	ENSG00000099917
ENST00000423862	ENSG00000099917
ENST00000420849	ENSG00000099917
ENST00000487550	ENSG00000099917
ENST00000476767	ENSG00000099917
ENST00000492381	ENSG00000099917
ENST00000478831	ENSG00000099917
ENST00000489651	ENSG00000099917
ENST00000473244	ENSG00000099917
ENST00000493216	ENSG00000099917
ENST00000476187	ENSG00000099917
ENST00000461076	ENSG00000099917
ENST00000436496	ENSG00000099917
ENST00000255882	ENSG00000241973
ENST00000492581	ENSG00000241973
ENST00000477245	ENSG00000241973
ENST00000466772	ENSG00000241973
ENST00000399213	ENSG00000241973
ENST00000482030	ENSG00000241973
ENST00000466394	ENSG00000241973
ENST00000489966	ENSG00000241973
ENST00000485123	ENSG00000241973
ENST00000462210	ENSG00000241973
ENST00000477368	ENSG00000241973
ENST00000494113	ENSG00000241973
ENST00000475414	ENSG00000241973
ENST00000466162	ENSG00000241973
ENST00000484220	ENSG00000241973
ENST00000485963	ENSG00000241973
ENST00000485950	ENSG00000241973
ENST00000449120	ENSG00000241973
ENST00000215727	ENSG00000099937
ENST00000406799	ENSG00000099937
ENST00000215730	ENSG00000099940
ENST00000490458	ENSG00000099940
ENST00000439214	ENSG00000099940
ENST00000354336	ENSG00000099942
ENST00000411769	ENSG00000099942
ENST00000399167	ENSG00000183773
ENST00000399163	ENSG00000183773
ENST00000417515	ENSG00000183773
ENST00000467926	ENSG00000183773
ENST00000441376	ENSG00000183773
ENST00000479523	ENSG00000183773
ENST00000472575	ENSG00000183773
ENST00000495869	ENSG00000183773
ENST00000434714	ENSG00000183773
ENST00000426113	ENSG00000183773
ENST00000468124	ENSG00000183773
ENST00000484206	ENSG00000183773
ENST00000683034	ENSG00000183773
ENST00000440238	ENSG00000183773
ENST00000405089	ENSG00000183773
ENST00000496097	ENSG00000183773
ENST00000465606	ENSG00000183773
ENST00000483107	ENSG00000183773
ENST00000486003	ENSG00000183773
ENST00000414985	ENSG00000099949
ENST00000700578	ENSG00000099949
ENST00000493460	ENSG00000099949
ENST00000646124	ENSG00000099949
ENST00000443265	ENSG00000099949
ENST00000645935	ENSG00000099949
ENST00000644435	ENSG00000099949
ENST00000642151	ENSG00000099949
ENST00000480895	ENSG00000099949
ENST00000646506	ENSG00000099949
ENST00000497716	ENSG00000099949
ENST00000643578	ENSG00000099949
ENST00000495142	ENSG00000099949
ENST00000461510	ENSG00000099949
ENST00000492480	ENSG00000099949
ENST00000643710	ENSG00000099949
ENST00000415354	ENSG00000099949
ENST00000491432	ENSG00000099949
ENST00000415817	ENSG00000099949
ENST00000439171	ENSG00000099949
ENST00000452988	ENSG00000099949
ENST00000463909	ENSG00000099949
ENST00000498649	ENSG00000099949
ENST00000498406	ENSG00000184436
ENST00000215742	ENSG00000184436
ENST00000471073	ENSG00000184436
ENST00000399133	ENSG00000184436
ENST00000476667	ENSG00000184436
ENST00000466670	ENSG00000184436
ENST00000488975	ENSG00000184436
ENST00000471723	ENSG00000184436
ENST00000422086	ENSG00000284130
ENST00000292748	ENSG00000284130
ENST00000706202	ENSG00000291240
ENST00000591411	ENSG00000099957
ENST00000442475	ENSG00000099957
ENST00000413302	ENSG00000099957
ENST00000401443	ENSG00000099957
ENST00000469722	ENSG00000099957
ENST00000452228	ENSG00000099957
ENST00000432930	ENSG00000099957
ENST00000422210	ENSG00000099957
ENST00000487342	ENSG00000099957
ENST00000403586	ENSG00000099960
ENST00000382932	ENSG00000099960
ENST00000426145	ENSG00000099960
ENST00000442047	ENSG00000187905
ENST00000497328	ENSG00000187905
ENST00000473769	ENSG00000187905
ENST00000469766	ENSG00000187905
ENST00000652479	ENSG00000286102
ENST00000620804	ENSG00000274600
ENST00000407464	ENSG00000169635
ENST00000407598	ENSG00000169635
ENST00000443632	ENSG00000169635
ENST00000456303	ENSG00000206140
ENST00000415764	ENSG00000206140
ENST00000682920	ENSG00000206140
ENST00000432134	ENSG00000206140
ENST00000621561	ENSG00000206140
ENST00000536718	ENSG00000206140
ENST00000449424	ENSG00000206140
ENST00000456153	ENSG00000206140
ENST00000453397	ENSG00000206140
ENST00000413877	ENSG00000206140
ENST00000417708	ENSG00000206140
ENST00000427147	ENSG00000206140
ENST00000425458	ENSG00000206140
ENST00000446867	ENSG00000206140
ENST00000433039	ENSG00000183246
ENST00000458578	ENSG00000185651
ENST00000545681	ENSG00000185651
ENST00000696046	ENSG00000185651
ENST00000342192	ENSG00000185651
ENST00000496722	ENSG00000185651
ENST00000464015	ENSG00000161179
ENST00000292778	ENSG00000161179
ENST00000468686	ENSG00000161179
ENST00000415762	ENSG00000161179
ENST00000473985	ENSG00000161179
ENST00000482998	ENSG00000161179
ENST00000398873	ENSG00000161179
ENST00000607942	ENSG00000161180
ENST00000425975	ENSG00000161180
ENST00000292779	ENSG00000161180
ENST00000248958	ENSG00000128228
ENST00000466935	ENSG00000128228
ENST00000680463	ENSG00000100023
ENST00000680393	ENSG00000100023
ENST00000679479	ENSG00000100023
ENST00000679534	ENSG00000100023
ENST00000679827	ENSG00000100023
ENST00000681956	ENSG00000100023
ENST00000681338	ENSG00000100023
ENST00000680061	ENSG00000100023
ENST00000679580	ENSG00000100023
ENST00000681286	ENSG00000100023
ENST00000679540	ENSG00000100023
ENST00000679795	ENSG00000100023
ENST00000680426	ENSG00000100023
ENST00000496819	ENSG00000100023
ENST00000498109	ENSG00000100023
ENST00000335025	ENSG00000100023
ENST00000681394	ENSG00000100023
ENST00000398831	ENSG00000100023
ENST00000679477	ENSG00000100023
ENST00000626352	ENSG00000100023
ENST00000458567	ENSG00000100023
ENST00000417788	ENSG00000100023
ENST00000679586	ENSG00000100023
ENST00000679857	ENSG00000100023
ENST00000680962	ENSG00000100023
ENST00000681791	ENSG00000100023
ENST00000679692	ENSG00000100023
ENST00000680094	ENSG00000100023
ENST00000484439	ENSG00000100023
ENST00000680434	ENSG00000100023
ENST00000680109	ENSG00000100023
ENST00000406385	ENSG00000100023
ENST00000680022	ENSG00000100023
ENST00000681137	ENSG00000100023
ENST00000680860	ENSG00000100023
ENST00000680183	ENSG00000100023
ENST00000485930	ENSG00000100023
ENST00000681353	ENSG00000100023
ENST00000446951	ENSG00000100023
ENST00000681735	ENSG00000100023
ENST00000679564	ENSG00000100023
ENST00000680113	ENSG00000100023
ENST00000680573	ENSG00000100023
ENST00000681612	ENSG00000100023
ENST00000462188	ENSG00000100023
ENST00000681027	ENSG00000100023
ENST00000339468	ENSG00000100027
ENST00000477675	ENSG00000100027
ENST00000672036	ENSG00000100027
ENST00000403503	ENSG00000100027
ENST00000215832	ENSG00000100030
ENST00000491588	ENSG00000100030
ENST00000398822	ENSG00000100030
ENST00000544786	ENSG00000100030
ENST00000263212	ENSG00000100034
ENST00000407142	ENSG00000100034
ENST00000496143	ENSG00000100034
ENST00000484588	ENSG00000100034
ENST00000397495	ENSG00000100034
ENST00000445205	ENSG00000100034
ENST00000623652	ENSG00000100034
ENST00000424647	ENSG00000100034
ENST00000486259	ENSG00000100034
ENST00000497072	ENSG00000100034
ENST00000357179	ENSG00000100038
ENST00000457270	ENSG00000100038
ENST00000457179	ENSG00000100038
ENST00000398793	ENSG00000100038
ENST00000444502	ENSG00000100038
ENST00000436282	ENSG00000100038
ENST00000470338	ENSG00000100038
ENST00000424393	ENSG00000100038
ENST00000487485	ENSG00000100038
ENST00000437929	ENSG00000100038
ENST00000430142	ENSG00000100038
ENST00000489581	ENSG00000100038
ENST00000456075	ENSG00000100038
ENST00000449704	ENSG00000100038
ENST00000442653	ENSG00000100038
ENST00000437103	ENSG00000100038
ENST00000434517	ENSG00000100038
ENST00000302273	ENSG00000169575
ENST00000403807	ENSG00000169575
ENST00000626650	ENSG00000275004
ENST00000619852	ENSG00000275004
ENST00000613655	ENSG00000275004
ENST00000302097	ENSG00000169548
ENST00000405655	ENSG00000185686
ENST00000398743	ENSG00000185686
ENST00000492657	ENSG00000185686
ENST00000398741	ENSG00000185686
ENST00000543184	ENSG00000185686
ENST00000402697	ENSG00000185686
ENST00000439106	ENSG00000185686
ENST00000438888	ENSG00000185686
ENST00000420709	ENSG00000185686
ENST00000476336	ENSG00000185686
ENST00000485532	ENSG00000185686
ENST00000406503	ENSG00000185686
ENST00000442481	ENSG00000185686
ENST00000403441	ENSG00000185686
ENST00000448514	ENSG00000100121
ENST00000652219	ENSG00000100121
ENST00000480559	ENSG00000100121
ENST00000652249	ENSG00000100121
ENST00000651213	ENSG00000100121
ENST00000417145	ENSG00000100121
ENST00000652467	ENSG00000100121
ENST00000532223	ENSG00000254709
ENST00000526893	ENSG00000254709
ENST00000531372	ENSG00000254709
ENST00000216036	ENSG00000100218
ENST00000421213	ENSG00000100218
ENST00000439064	ENSG00000100218
ENST00000452757	ENSG00000100218
ENST00000406876	ENSG00000100218
ENST00000615612	ENSG00000128266
ENST00000492538	ENSG00000128266
ENST00000479571	ENSG00000128266
ENST00000341989	ENSG00000100228
ENST00000263116	ENSG00000100228
ENST00000420895	ENSG00000100228
ENST00000479188	ENSG00000186716
ENST00000359540	ENSG00000186716
ENST00000305877	ENSG00000186716
ENST00000463770	ENSG00000186716
ENST00000487679	ENSG00000186716
ENST00000480973	ENSG00000186716
ENST00000427791	ENSG00000186716
ENST00000487968	ENSG00000186716
ENST00000466076	ENSG00000186716
ENST00000419722	ENSG00000186716
ENST00000471452	ENSG00000186716
ENST00000478978	ENSG00000186716
ENST00000475025	ENSG00000186716
ENST00000436990	ENSG00000186716
ENST00000458056	ENSG00000186716
ENST00000249053	ENSG00000128322
ENST00000330377	ENSG00000128322
ENST00000438703	ENSG00000128322
ENST00000317749	ENSG00000189269
ENST00000441897	ENSG00000159496
ENST00000401461	ENSG00000159496
ENST00000612432	ENSG00000159496
ENST00000615003	ENSG00000159496
ENST00000290691	ENSG00000159496
ENST00000423392	ENSG00000159496
ENST00000460003	ENSG00000159496
ENST00000467354	ENSG00000159496
ENST00000452208	ENSG00000159496
ENST00000460167	ENSG00000159496
ENST00000341976	ENSG00000187792
ENST00000398465	ENSG00000128218
ENST00000248948	ENSG00000128218
ENST00000402217	ENSG00000169314
ENST00000498542	ENSG00000169314
ENST00000477921	ENSG00000169314
ENST00000305199	ENSG00000169314
ENST00000382821	ENSG00000169314
ENST00000520222	ENSG00000250479
ENST00000401675	ENSG00000250479
ENST00000484558	ENSG00000250479
ENST00000523865	ENSG00000250479
ENST00000517886	ENSG00000250479
ENST00000465385	ENSG00000099953
ENST00000477567	ENSG00000099953
ENST00000489582	ENSG00000099953
ENST00000465730	ENSG00000099953
ENST00000428253	ENSG00000099953
ENST00000215743	ENSG00000099953
ENST00000437086	ENSG00000099953
ENST00000460352	ENSG00000099953
ENST00000434318	ENSG00000099953
ENST00000493132	ENSG00000099953
ENST00000492464	ENSG00000099953
ENST00000488363	ENSG00000099953
ENST00000480185	ENSG00000099953
ENST00000407422	ENSG00000099956
ENST00000344921	ENSG00000099956
ENST00000644036	ENSG00000099956
ENST00000646421	ENSG00000099956
ENST00000491967	ENSG00000099956
ENST00000647057	ENSG00000099956
ENST00000644619	ENSG00000099956
ENST00000263121	ENSG00000099956
ENST00000407082	ENSG00000099956
ENST00000417137	ENSG00000099956
ENST00000646723	ENSG00000099956
ENST00000643421	ENSG00000099956
ENST00000646911	ENSG00000099956
ENST00000644462	ENSG00000099956
ENST00000634926	ENSG00000099956
ENST00000635578	ENSG00000099956
ENST00000642727	ENSG00000099956
ENST00000644467	ENSG00000099956
ENST00000642275	ENSG00000099956
ENST00000477836	ENSG00000099956
ENST00000645799	ENSG00000099956
ENST00000464023	ENSG00000099958
ENST00000318109	ENSG00000099958
ENST00000404056	ENSG00000099958
ENST00000406855	ENSG00000099958
ENST00000290730	ENSG00000099958
ENST00000493596	ENSG00000099958
ENST00000464034	ENSG00000099958
ENST00000488272	ENSG00000099958
ENST00000476077	ENSG00000099958
ENST00000464110	ENSG00000099958
ENST00000345044	ENSG00000133460
ENST00000403208	ENSG00000133460
ENST00000398356	ENSG00000133460
ENST00000405847	ENSG00000133460
ENST00000467660	ENSG00000133460
ENST00000405286	ENSG00000133460
ENST00000255830	ENSG00000133460
ENST00000489322	ENSG00000133460
